layer_height,wall_thickness,infill_density,infill_pattern,nozzle_temperature,bed_temperature,print_speed,material,fan_speed,roughness,tension_strength,elongation,sensor1_raw_mean,sensor1_raw_max,sensor1_raw_min,sensor1_raw_std,sensor2_raw_mean,sensor2_raw_max,sensor2_raw_min,sensor2_raw_std,sensor3_raw_mean,sensor3_raw_max,sensor3_raw_min,sensor3_raw_std,sensor4_raw_mean,sensor4_raw_max,sensor4_raw_min,sensor4_raw_std,sensor5_raw_mean,sensor5_raw_max,sensor5_raw_min,sensor5_raw_std
0.04,8,23,grid,230,70,40,abs,100,155,17,1.0,529.6143541,529,528,0.784034644,537.5292988,538,536,0.137243528,543.9014376,543,542,0.150865775,553.1587143,554,551,0.279672521,549.1166221,549,547,0.195499302
0.16,9,86,honeycomb,220,80,120,pla,75,287,16,3.1,530.6969192,530,531,0.557127227,538.9605759,538,537,0.321101731,546.3586466,549,546,0.69682684,555.4664424,560,555,0.185908275,551.3733481,554,552,0.431490447
0.05,10,64,grid,202,65,60,pla,25,46,33,2.0,529.4213385,529,528,0.256714522,537.3555173,538,536,0.112840116,543.225409,543,541,0.162645228,552.8751037,558,550,0.17876316,548.5771628,552,546,0.172269528
0.08,8,17,grid,211,75,120,pla,100,312,8,1.3,530.8042432,530,531,0.721247646,538.3582256,538,539,0.155218187,545.8016475,544,544,0.6314872,555.5155985,554,555,0.173911221,551.0055258,547,551,0.427785792
0.1,8,20,grid,225,70,60,pla,50,134,11,2.2,531.1302881,529,530,0.608983006,538.1442183,538,539,0.161957192,544.9632469,543,545,0.22282073,553.6882022,551,553,0.114921917,550.3541696,547,549,0.314517846
0.06,4,12,honeycomb,211,60,60,abs,0,127,14,1.3,533.414262,540,531,1.536371801,539.4745752,538,536,0.545998873,547.2028067,547,545,0.232547865,558.0542081,566,555,1.110687514,553.0571476,556,552,0.458108388
0.13,10,43,honeycomb,210,60,40,abs,50,47,30,3.2,529.2993444,529,529,0.451968882,537.9851099,538,539,0.221023234,544.7503926,544,543,0.269746065,554.5806563,556,553,0.291523549,549.7654877,549,549,0.250171186
0.08,8,59,grid,237,70,60,abs,75,78,11,0.7,529.7308409,530,529,1.348345035,537.6357922,538,538,0.313513584,544.6772095,544,543,0.291741674,553.31585,553,553,0.191813851,549.4237632,548,550,0.249948305
0.05,9,28,grid,229,80,120,pla,100,223,5,0.5,530.2384607,539,529,0.580809219,537.8408903,538,536,0.262211941,544.5092285,544,543,0.209868512,553.829937,556,552,0.427121614,549.879558,550,549,0.746000733
0.06,10,81,honeycomb,209,70,40,abs,75,35,25,2.9,530.5769669,529,529,1.430923294,538.1062852,538,536,0.137274185,544.7616204,544,543,0.252751314,552.3113972,552,552,0.219319613,550.2077696,552,549,0.18839961
0.03,10,60,grid,208,70,60,pla,75,34,31,1.4,528.2345087,529,528,0.23512742,536.9036978,538,536,0.112193355,541.8124959,543,541,0.116141613,550.5350801,551,550,0.112603649,546.50945,547,546,0.112271919
0.08,8,20,honeycomb,222,75,40,abs,75,64,12,1.9,530.9921722,532,529,2.314537308,538.641119,538,538,0.258000832,546.1375888,548,543,0.336837889,557.2004594,568,554,0.435965374,551.2211835,558,550,0.264131543
0.04,9,51,honeycomb,231,65,40,abs,25,29,21,2.3,528.8929069,529,529,2.51545305,537.3539258,538,536,0.173319358,543.5317213,544,544,0.202270914,552.4773139,553,551,0.352125622,548.5862666,548,548,0.176042478
0.06,8,38,grid,210,75,60,abs,50,97,28,2.8,529.5022365,529,530,0.249196286,537.8219718,538,539,0.189620319,544.6869211,544,545,0.665470549,554.3987779,553,555,0.263901276,549.7437524,547,551,0.11837305
0.09,10,60,grid,212,65,40,pla,0,24,31,3.0,528.2345147,529,528,0.381269211,536.9039395,538,538,0.307275767,541.833859,543,541,0.24566943,550.6763953,551,550,0.256834477,546.5188558,547,546,0.127866449
0.16,3,63,grid,249,65,40,abs,50,205,34,1.7,528.2834699,529,530,0.21160585,537.0673781,538,538,0.575399804,542.9212889,544,544,0.180000103,551.5855082,551,553,0.267633644,547.4566228,547,550,0.24285827
0.18,7,85,honeycomb,228,60,120,abs,0,169,30,2.5,529.0545311,541,530,1.619975158,537.8155235,539,538,1.010235063,545.0613677,549,545,0.433555929,554.0424888,558,554,0.628580307,549.4803745,551,550,1.052652763
0.08,9,90,honeycomb,230,75,40,pla,75,140,20,1.9,528.6284864,529,528,0.626239624,537.1651383,538,538,0.128953337,542.9831417,543,541,0.128961575,551.988489,554,550,0.227682352,547.6676162,548,547,0.150785857
0.11,10,90,honeycomb,219,80,60,pla,75,340,29,1.1,530.4717013,530,529,1.482718353,538.1233831,538,536,0.224959098,545.1314128,545,546,0.181300119,552.7458332,554,553,0.367965977,550.2182584,554,550,0.828920478
0.13,4,83,honeycomb,216,65,40,abs,0,179,26,3.0,528.4627954,529,530,0.282532673,537.2512968,538,536,0.238273979,543.4401135,544,545,0.158135706,551.8635245,551,554,0.221673669,547.9788245,547,550,0.268642111
0.2,9,49,grid,250,80,60,abs,100,368,29,2.9,532.8378789,530,531,0.30312576,540.1137578,538,538,0.238327199,547.773761,548,547,0.254663322,557.2195334,564,556,0.138090057,553.0764505,559,552,0.143325716
0.03,6,85,grid,208,75,40,pla,50,42,25,1.2,528.2347905,529,528,1.107282481,536.9046364,538,536,0.758433949,541.8931977,543,542,0.538799313,550.5843701,551,550,0.264135349,546.5520673,547,546,0.439798905
0.08,10,84,grid,204,80,40,pla,100,91,23,1.3,528.2435781,529,528,0.348662404,536.9125194,538,536,0.470988252,542.060681,543,541,0.244953613,550.9022244,551,550,0.120463291,546.6578691,547,546,0.200431903
0.07,6,10,honeycomb,224,65,120,pla,75,238,18,1.3,534.6532382,530,530,0.638670891,540.1631244,538,536,0.119881789,547.4110019,545,544,0.114917993,556.7332877,565,553,0.141976632,553.7181115,566,549,0.153035459
0.11,4,12,honeycomb,234,70,40,abs,50,127,9,1.6,528.3282299,529,529,0.5103078,537.0045408,538,538,0.408642858,542.7297645,543,542,0.265163298,552.2949901,552,551,0.115773303,547.2695948,547,547,0.155446752
0.15,9,90,honeycomb,220,60,40,abs,25,182,30,3.0,528.2871384,529,529,0.383667513,537.04819,538,538,0.277830474,542.7606296,544,544,0.259802542,550.7535101,551,553,0.190251242,547.2325784,547,549,0.385878444
0.06,7,74,honeycomb,219,75,60,abs,100,83,19,2.8,528.3802663,529,529,1.318573216,537.1282812,538,537,0.15829758,543.0465959,544,542,0.223898802,551.9347198,551,551,0.136352224,547.6970506,547,547,0.12647669
0.12,9,50,honeycomb,205,65,40,pla,50,167,32,2.2,533.5094682,530,530,0.509291724,539.7204699,538,536,0.456539475,547.2870368,547,545,0.219145342,555.5949262,561,555,0.753479849,553.0145144,563,551,0.409165156
0.02,10,83,grid,222,60,40,pla,25,46,26,0.7,528.3827693,529,528,1.050443576,536.9331997,538,536,0.198705074,542.0975476,543,541,0.171870859,550.7445823,551,550,0.524302537,547.0056583,547,546,0.216476538
0.09,7,13,grid,211,75,120,pla,50,163,8,0.8,533.9265664,541,529,0.786660798,539.2013916,538,538,0.262756588,546.5528275,544,542,0.641219925,557.9356335,569,551,0.404408593,552.7694948,561,547,0.630349573
0.18,7,63,grid,246,80,60,abs,100,261,12,2.1,528.8905202,530,531,0.659694753,537.9611457,539,538,0.429848248,545.2411084,548,546,0.416490446,554.812387,554,555,0.188197934,549.5327959,547,552,0.873427486
0.15,8,77,grid,229,80,60,pla,50,292,14,0.9,530.7375523,537,530,0.248771429,538.666383,538,539,0.210900983,545.6372243,544,543,0.132703798,555.4025183,557,554,0.258858453,551.1575526,549,551,0.520683987
0.06,7,64,honeycomb,228,65,60,pla,0,49,16,3.1,528.2384585,529,528,1.758585779,536.9141252,538,536,0.290974047,541.9321254,543,541,0.214948616,550.5734476,551,550,0.119836756,546.6080562,547,546,0.226987743
0.16,6,59,honeycomb,219,80,40,pla,100,368,11,0.6,533.1518196,530,531,0.46953452,539.2384432,538,538,0.263083419,546.8688828,543,546,0.156440616,556.7643431,555,555,0.117687483,552.4128329,548,551,0.260029123
0.16,8,72,grid,207,60,40,abs,0,285,33,2.8,528.5736206,529,529,0.271847693,537.2315152,538,538,0.32250063,543.5373923,544,544,0.536986994,552.2427861,552,552,0.370623428,548.0473711,547,549,0.289454697
0.03,5,82,honeycomb,216,70,40,abs,25,28,13,1.1,528.3212823,529,528,0.490314155,537.0092436,538,536,0.137052626,542.6473103,545,541,0.143659143,550.8974697,552,551,1.026927215,547.1976558,549,547,1.048335615
0.13,8,58,grid,248,80,60,abs,100,354,12,1.5,528.7703862,529,529,0.74395739,537.305047,538,538,0.283150463,543.691024,544,544,0.942563529,551.9572709,551,553,0.142539394,548.3264576,547,549,0.972882323
0.05,8,39,honeycomb,206,70,60,pla,75,124,18,1.9,532.8352197,529,529,2.035321906,538.8891567,538,536,0.279663205,546.4141737,545,543,0.513948238,556.1856521,562,551,0.494608078,552.1557174,558,548,0.514948783
0.19,9,70,grid,204,60,120,abs,0,368,36,2.6,530.6756316,548,532,0.977878511,539.0243427,539,538,1.393567594,547.0774898,552,547,0.319118963,556.9907277,564,556,1.017022268,551.7926779,553,552,1.332757447
0.04,7,42,grid,243,80,120,abs,100,84,20,1.4,531.7309985,529,530,1.300192699,539.1735786,539,536,0.165043494,546.4453346,546,545,0.194340526,557.0345394,563,555,0.230171888,552.2089251,553,551,0.158640521
0.18,4,55,grid,250,75,60,abs,75,241,27,0.6,533.7746981,549,531,1.240492386,539.9547462,540,538,1.030634037,547.9404948,554,547,0.565157084,557.1660936,568,556,1.097771669,553.7924725,567,552,1.878883347
0.03,10,83,grid,208,70,40,pla,100,159,26,1.0,528.2347846,529,528,0.285605926,536.9038276,538,536,0.122008804,541.8205933,543,541,0.166119999,550.5888748,551,550,0.115572767,546.5214166,547,546,0.120367551
0.05,9,39,honeycomb,218,60,120,abs,0,99,27,1.8,530.6143186,531,530,1.566146847,538.5812109,538,536,0.119440005,545.6835338,545,544,0.114333092,554.0735782,555,553,0.79484179,551.0011816,554,550,0.16599923
0.11,10,59,honeycomb,250,75,60,abs,75,116,29,1.6,528.236762,529,528,0.401512276,536.9146322,538,536,0.448453941,542.0075313,544,542,0.200575949,550.5806159,551,550,0.275762431,546.6482315,547,546,0.262917396
0.08,10,88,grid,215,60,60,pla,0,107,33,2.1,528.5921644,529,528,0.391293734,537.1218358,538,539,0.155144059,542.9581701,544,542,0.195381411,551.050826,551,551,0.398628667,547.6953916,548,547,0.435682539
0.05,5,14,grid,217,65,60,pla,0,27,21,2.7,528.4358132,529,528,0.616208299,537.0410519,538,539,0.388607333,542.7394693,543,543,0.834596948,550.8558747,551,551,0.368555774,547.484483,547,547,0.337888965
0.2,6,58,honeycomb,217,80,120,pla,100,213,11,2.7,533.0763853,541,534,0.25130594,540.7059394,539,538,0.773131675,548.6876437,555,547,0.794220575,556.2335428,553,556,0.26087856,554.1734037,554,552,0.850767694
0.09,7,45,grid,206,80,40,pla,75,95,14,1.9,529.7667169,529,529,0.38531133,537.9648198,538,536,0.229610503,545.0384596,544,545,0.827600304,551.5174236,551,553,0.55777028,549.9160734,551,549,0.808027821
0.06,7,46,honeycomb,224,80,40,pla,100,121,8,1.2,528.2739433,529,529,0.403682408,536.9645023,538,539,0.13424855,542.3473335,543,541,0.140719689,551.4058214,551,550,0.115013443,547.0014071,547,547,0.170068227
0.11,9,89,grid,235,70,60,abs,75,103,33,2.6,528.2509088,529,529,0.170024033,536.9294555,538,539,0.142076392,542.156344,543,542,0.207427877,550.6602548,551,551,0.118174891,546.8029126,547,547,0.112930503
0.2,4,80,grid,212,65,60,abs,0,368,25,2.2,534.594186,538,533,0.346250358,540.7377621,539,538,0.395660859,548.7822326,553,547,0.356178668,556.4277975,557,556,1.046871729,554.1164575,560,552,1.290361713
0.1,10,59,grid,214,65,60,pla,25,134,30,0.8,532.1217224,536,529,1.510834736,538.7150294,538,538,0.455443353,545.9764923,545,544,0.348527626,557.7156372,569,552,0.835548429,551.7681778,560,549,0.335249495
0.02,9,71,grid,227,70,40,pla,75,27,15,0.8,528.8811778,529,528,1.068890397,537.1276794,538,536,0.116315201,542.701494,543,541,0.137277789,550.9916725,551,550,0.242779465,548.1662972,548,546,0.284444876
0.17,9,18,honeycomb,226,80,60,pla,75,236,13,1.2,529.4453891,534,531,0.241323372,538.156479,538,538,0.398452238,545.7163355,545,547,0.279228957,555.999339,554,556,0.182024794,549.9964532,547,552,0.28328823
0.11,10,75,honeycomb,209,75,40,abs,75,98,29,1.2,528.2408298,529,528,0.379662718,536.9143927,538,538,0.248377499,542.0580599,543,542,0.124761444,551.0179206,551,551,0.201421729,546.6691718,547,547,0.414596175
0.06,10,60,honeycomb,201,65,40,pla,25,37,26,2.7,528.2416139,529,528,0.15128191,536.9179343,538,538,0.112802821,541.9716732,543,541,0.121865342,550.7324005,551,550,0.234459533,546.6484861,547,546,0.126559747
0.07,8,90,grid,225,70,40,pla,75,129,23,0.8,528.2428556,531,529,0.276120971,536.9408882,538,538,0.295727219,542.2833778,545,542,0.119346233,550.6646198,551,551,0.361202214,546.8444691,547,548,0.580952678
0.2,9,58,honeycomb,239,65,40,abs,25,318,24,2.7,528.2616082,541,530,0.299118864,537.085482,538,538,0.639060522,542.9616128,546,543,0.191700755,552.6787425,552,553,0.13745765,547.2648992,547,550,0.407926319
0.12,8,29,grid,215,70,120,pla,50,191,20,1.2,533.6004418,547,532,1.030267394,539.9812339,539,539,0.929594671,548.0728828,549,546,0.746428773,556.3560695,558,556,0.974800694,553.7881,559,552,2.263125684
0.19,7,49,honeycomb,229,80,120,pla,75,364,22,1.3,535.0181907,548,533,0.64297736,541.0506834,540,538,0.833610639,548.9760617,557,547,0.334990064,559.0583188,569,556,0.913370169,554.7707745,564,552,0.819660117
0.02,6,88,grid,245,80,120,abs,100,99,6,0.5,529.1453417,532,529,2.194001364,537.166604,538,536,0.628939169,543.6392395,544,542,0.42359323,551.0075691,551,552,1.037876084,548.4696238,547,548,2.964010191
0.13,8,61,grid,233,75,120,abs,50,139,10,0.7,531.4779962,533,530,0.522229082,538.7020791,538,538,0.429805552,546.1186222,545,546,0.319153381,554.5604151,555,554,1.490255956,551.6812702,552,551,1.376968792
0.19,3,71,grid,250,80,60,abs,75,292,16,2.0,529.6114152,540,530,0.41439098,538.4669999,539,538,0.753355826,545.9077346,552,545,0.555513591,553.2369031,556,555,0.564931805,550.6284741,556,551,2.037457961
0.09,4,54,honeycomb,211,80,40,pla,25,39,7,2.5,530.2478952,529,531,2.428485907,538.6367394,539,538,0.516570071,546.1576087,549,546,0.745272924,553.0642275,553,556,0.853265491,551.0322235,551,552,1.008351785
0.07,7,77,honeycomb,222,70,120,abs,50,108,31,1.7,528.4255179,529,529,1.424996145,537.0526266,538,536,0.57295712,543.1048831,544,544,0.411423808,551.1405008,551,552,0.362610333,547.627081,547,548,0.822743341
0.11,10,35,honeycomb,209,70,60,pla,50,47,22,2.2,529.0786146,529,529,0.453114843,537.4909811,538,538,0.158837752,543.8508464,544,543,0.16894255,552.4426884,552,552,0.144019121,548.7109863,548,548,0.266734598
0.05,5,81,honeycomb,208,60,60,abs,0,48,24,2.1,528.5884856,530,530,1.917590329,537.3012634,539,536,1.014073469,544.067515,553,542,0.697253587,552.4697491,555,552,2.951054484,548.4811607,551,549,0.976862399
0.11,9,85,honeycomb,201,60,60,pla,0,160,36,3.2,528.2704996,529,529,0.566603116,537.0915245,538,536,0.790494416,543.2120423,549,545,0.687541128,550.9945075,551,553,0.787232886,547.4901252,547,549,1.403644038
0.2,9,90,honeycomb,201,60,40,pla,0,345,37,3.3,529.1677163,534,532,0.171186701,538.6700252,539,538,1.31811565,546.4750458,550,547,0.581185685,554.1076065,552,556,0.333361286,550.4912655,548,552,0.365211551
0.14,6,85,grid,211,75,120,pla,50,190,10,1.4,528.6243155,529,530,0.353347541,537.4488184,538,538,0.199971054,543.9782248,544,546,0.17483845,552.3485877,551,555,0.19509619,548.4189214,547,551,0.664363477
0.17,8,86,grid,203,70,40,pla,50,219,26,2.7,528.4473921,529,530,0.244521216,537.2000795,538,538,0.776151535,543.4158418,544,546,0.873151649,550.8650333,551,553,0.287860073,547.8755736,547,550,0.558268457
0.08,5,90,grid,244,80,60,pla,100,131,22,2.5,528.5453776,529,529,0.506909426,537.3122847,538,537,0.22894741,543.4686726,544,543,0.543052152,550.9690743,551,551,0.248919447,548.1264412,548,547,0.438808512
0.02,9,89,grid,241,60,40,abs,25,36,15,1.1,528.249705,529,528,2.265402417,536.9118534,538,536,0.131915544,541.9386653,543,541,0.154078728,550.6475505,551,550,0.289502727,546.704441,547,546,0.171525878
0.2,7,64,honeycomb,217,60,60,abs,0,315,36,2.9,533.3921221,538,533,0.320032324,540.8469457,540,538,1.677102354,548.6237567,554,547,0.93788123,556.9929561,560,556,1.095584551,554.4242713,561,552,0.820431493
0.03,7,88,grid,208,70,60,abs,25,112,13,0.6,529.07608,529,529,0.432869017,537.3415948,538,536,0.407501104,543.9978475,545,542,0.592033729,550.8904201,551,551,1.887129293,548.8662728,548,548,1.398049198
0.18,7,40,honeycomb,211,65,40,abs,25,232,24,3.0,528.8303886,529,532,0.172700864,538.1280493,538,538,0.254854872,545.2219205,546,546,0.217378633,553.5730741,551,556,0.144633847,549.728891,547,552,1.049366455
0.05,8,16,grid,218,80,120,pla,100,62,10,0.9,531.9754827,529,530,0.775648754,538.7939503,538,539,0.206658017,546.1487198,544,544,0.305245067,554.188035,554,553,0.39043813,551.9641375,553,550,0.391504592
0.02,10,59,honeycomb,204,65,40,pla,25,45,16,0.8,528.4311781,529,528,1.973976942,536.9320015,538,536,0.127840635,542.2600589,543,541,0.54189853,550.5958328,551,550,0.897069703,547.0299108,547,546,0.431008974
0.06,9,77,honeycomb,208,75,120,pla,75,113,18,1.7,531.9584362,530,530,0.686408836,538.8204051,538,536,0.184954179,545.9970103,545,543,0.265022237,555.2308614,559,553,0.362762392,551.7022801,555,550,0.490771536
0.14,4,26,grid,217,70,120,abs,50,216,24,1.3,530.3808618,536,532,0.523588696,538.3886793,538,538,0.953301431,546.2316704,546,547,0.367075239,555.6979874,554,556,0.298857527,550.764195,547,552,0.787879635
0.05,8,78,honeycomb,200,60,120,pla,0,93,25,1.4,529.014693,533,529,0.70412958,537.6153635,538,536,0.316569079,544.6364665,547,543,0.221608145,554.530849,558,553,1.393727255,549.18193,549,549,0.727523175
0.08,10,58,grid,237,60,40,abs,75,121,33,0.7,528.4933927,529,528,0.877454895,537.0116653,538,536,0.228140509,542.5345489,543,542,0.143689776,550.9613624,551,550,0.442411988,547.4868552,548,546,1.498335358
0.03,10,77,honeycomb,206,75,40,abs,75,29,33,1.4,529.5281042,529,529,1.455119571,537.5052692,538,536,0.136989728,543.7794211,543,543,0.115189387,552.0677625,551,551,0.312730654,549.0244981,548,547,0.122334303
0.08,9,65,grid,221,70,120,pla,75,121,14,1.7,528.5835119,529,528,0.621887883,537.0998122,538,536,0.215902891,542.7222631,543,541,0.381123434,551.1495727,551,550,0.118250108,547.622629,548,546,0.278920384
0.16,10,10,honeycomb,205,70,120,pla,25,221,13,1.8,529.2012772,545,529,0.863297948,537.9418891,539,538,0.726001343,545.0344316,552,544,0.805915973,556.2226196,569,553,0.467968116,549.655147,559,550,0.948507943
0.02,9,86,grid,214,65,60,abs,50,76,11,0.6,528.4628154,529,528,0.423212594,536.9548375,538,536,0.113516838,542.2189372,543,541,0.118965688,550.6213656,551,550,0.160758262,547.065561,547,546,0.183119881
0.07,8,89,grid,246,80,40,abs,100,121,18,2.1,528.3549681,529,529,1.325250004,537.0921758,538,536,0.156375746,542.734441,544,542,0.352147899,551.0455145,551,551,0.123157795,547.4969456,547,547,0.421063097
0.05,9,90,grid,216,65,60,pla,25,157,20,2.3,528.3034518,529,529,2.243945607,536.9737412,538,538,0.142135494,542.5250075,543,543,0.461004685,551.9148889,551,552,0.166191736,547.1947802,547,549,0.26051608
0.14,10,72,honeycomb,222,80,40,pla,100,206,8,0.7,529.0382063,531,529,0.275096887,537.3949436,538,539,0.186996252,543.7055275,543,541,0.139210127,553.2281649,554,551,0.236225789,548.6063774,548,548,0.412522295
0.11,10,69,grid,205,60,60,pla,25,267,24,1.7,528.7227669,530,529,0.270186784,537.2967763,538,536,0.118335641,543.6939852,544,542,0.140738747,552.4633367,552,551,0.240080832,548.244919,547,548,0.185277859
0.2,4,90,honeycomb,230,65,60,abs,25,309,35,3.2,530.8829998,537,533,0.167337216,539.3303469,539,538,0.610959666,547.2721504,552,547,1.241407739,555.1055428,555,556,0.340295169,552.2319894,552,552,0.260540948
0.19,9,89,grid,225,80,60,pla,100,292,10,1.7,528.523338,540,532,0.135863883,537.6679911,539,538,0.438830508,544.7810797,551,546,0.616369705,551.5972055,551,556,0.670282123,548.6853239,547,552,0.751330814
0.08,4,52,grid,226,80,40,abs,100,164,8,1.8,529.2275294,529,530,1.60481585,537.5371453,538,538,0.579312067,544.4995416,545,546,1.62018096,551.7608323,551,555,0.348909273,549.0574602,547,551,0.458376729
0.04,4,28,grid,209,70,60,pla,25,43,13,2.0,528.9396903,529,530,0.310523201,537.4156361,538,539,0.158225228,543.6531595,543,543,0.144748048,552.2073711,551,552,0.191262961,548.5953949,547,549,0.18731895
0.08,10,65,honeycomb,202,65,60,pla,50,276,17,1.5,528.5552503,529,529,0.793335706,537.1445849,538,536,0.212413701,543.0771912,543,543,0.159964089,551.5223265,551,551,0.189862293,547.841863,547,547,0.422524519
0.02,8,80,grid,217,80,40,pla,50,24,6,0.5,528.2352186,529,528,1.750799526,536.9044376,538,536,0.112194586,541.8399728,543,541,0.116333328,550.5659522,551,550,1.05147083,546.5569416,547,546,0.493115394
0.17,9,36,honeycomb,247,70,40,abs,25,140,32,2.7,528.533453,529,529,0.188190058,537.4288155,538,538,0.216414357,543.4597732,544,543,0.144549795,551.9757227,552,552,0.2561823,548.3766521,548,548,0.124696088
0.06,10,90,grid,219,60,40,abs,0,276,34,1.3,528.2361291,529,528,0.270989134,536.9063003,538,536,0.143727383,541.9238603,543,541,0.127738938,550.5550806,551,550,0.26266641,546.5850542,547,546,0.167552923
0.02,7,86,honeycomb,207,75,60,pla,100,65,15,1.3,531.3713722,529,529,2.546004893,538.0973301,538,536,0.17845373,545.2138556,544,542,0.815614885,553.3691456,553,552,0.283682921,550.8766888,552,548,0.599228696
0.18,9,84,grid,248,80,40,abs,75,320,7,0.8,528.5828116,532,529,0.25072673,537.4190129,539,538,0.167903841,543.6522921,547,544,0.135597071,551.3724704,552,553,0.359791161,548.2345532,549,549,1.477189408
0.16,10,74,honeycomb,201,65,120,pla,0,220,35,3.0,534.886807,542,532,0.606372904,540.6351889,540,538,0.339902659,548.6028586,551,547,0.265212188,557.6007434,563,556,1.025869035,554.3013773,562,552,0.707618876
0.09,7,39,grid,227,80,60,abs,75,73,6,0.6,528.4135376,529,530,0.239902301,537.1610331,538,538,0.173175352,543.2696305,545,543,0.133914904,551.8867559,551,553,0.504257879,547.923181,547,550,0.662702043
0.19,10,74,honeycomb,210,70,40,pla,50,245,23,2.2,530.9224491,529,529,0.185100025,538.6049602,538,538,0.115868412,545.5882892,544,544,0.1209538,554.3056924,556,553,0.135028257,550.78951,551,550,0.272373827
0.07,9,37,honeycomb,204,75,120,pla,75,132,10,2.3,534.6823863,532,530,1.000256779,540.1794089,539,539,0.184863218,547.9095527,549,545,0.311154658,554.2379712,557,555,0.595766259,553.5548269,567,551,0.47177673
0.15,8,70,grid,234,70,60,abs,25,166,18,1.3,528.8783667,534,530,0.514384284,537.713735,539,538,0.68930662,544.9116974,552,545,0.301295353,552.1537164,554,555,1.448670921,549.137356,552,551,0.535399413
0.1,5,40,honeycomb,202,65,60,pla,0,87,13,3.0,533.4933543,531,530,0.314165618,540.0755213,538,538,0.156721675,547.3979898,544,543,0.195550383,555.5891582,559,555,0.372135619,553.1708474,561,551,0.179217415
0.04,9,11,grid,205,65,40,abs,50,56,15,1.4,532.6476,529,529,0.447238661,538.9318439,538,536,0.179964627,546.1656704,544,544,0.233046521,554.3808669,555,552,0.534414096,552.1624007,556,548,0.214647511
0.05,8,73,grid,246,70,40,abs,50,99,26,0.8,528.5156831,529,528,0.423596797,536.9802064,538,536,0.115516318,542.25391,543,541,0.117559611,550.8329443,551,550,0.220639153,547.2293202,547,546,0.123694013
0.09,7,87,grid,234,70,60,abs,50,78,22,1.8,528.2659717,529,528,1.224656527,536.9277277,538,538,0.406485177,542.1634344,543,541,0.268960908,550.7069779,551,550,0.119502709,546.8194395,547,546,0.495279423
0.08,10,56,grid,222,75,60,abs,50,138,13,0.5,531.1360488,541,529,0.735621154,538.3331169,538,536,0.200875955,545.1751324,545,543,0.119389923,556.1249681,567,552,1.190718079,550.829984,558,548,0.545348779
0.19,6,74,grid,217,60,120,pla,0,284,30,3.1,534.48822,547,533,0.735975522,540.9923043,540,538,0.597262958,548.8064531,556,547,0.742700193,558.6159734,568,556,0.94712251,554.5508581,564,552,1.053863834
0.11,10,20,honeycomb,202,80,60,pla,75,50,23,2.1,529.1391047,531,529,0.85425518,537.8726104,538,538,0.301965846,544.784822,546,544,0.291101354,556.0952957,563,555,0.37218086,549.4757366,549,551,0.473578097
0.13,9,51,honeycomb,202,60,60,abs,0,178,30,2.7,529.2717896,538,528,1.339817833,537.6113081,538,537,0.333092152,544.2426377,546,542,0.404607133,554.4120923,567,551,0.743379621,548.9672909,558,547,0.259380173
0.13,5,20,grid,202,80,120,pla,50,104,13,0.9,529.9321764,533,532,0.191058046,538.5021269,539,538,0.972277868,546.2851377,549,547,0.464921404,554.7606675,552,556,0.978620571,551.0401251,548,552,1.473541166
0.11,7,89,honeycomb,206,80,40,pla,25,109,11,0.9,528.9396006,530,531,0.359364095,537.7558691,539,538,0.258707278,544.9758361,546,546,0.143476679,552.7255457,551,556,0.843015035,549.2812764,547,552,1.215996742
0.03,10,68,grid,221,80,40,pla,100,28,14,0.8,528.7728252,529,528,0.42597497,537.0529425,538,538,0.110173308,542.4931177,543,541,0.114028806,552.271698,553,550,0.117964809,547.5356007,547,546,0.164827534
0.14,7,39,honeycomb,206,80,120,abs,25,96,23,2.0,529.7883544,531,531,0.60557284,538.2346465,539,539,1.130716698,545.5495452,547,546,0.907086489,554.5135915,554,555,0.830865539,550.2913745,549,551,1.212424762
0.03,9,14,honeycomb,215,75,120,abs,50,40,7,0.8,530.9305301,538,529,2.652019174,537.9659491,538,536,0.31179933,544.9910392,544,543,0.278503277,556.2805011,564,552,0.515902961,550.1893508,551,549,0.719413209
0.09,4,20,honeycomb,205,70,40,pla,50,50,15,2.8,529.298166,529,530,0.674937647,538.0003971,538,538,0.189441819,545.007495,545,545,0.321660609,553.6129821,553,553,0.225167561,549.7430259,549,550,0.494491632
0.2,9,89,grid,229,65,120,pla,50,325,37,3.2,530.7358863,532,533,0.216837329,539.4001905,539,538,0.37835535,547.3636274,548,547,0.354428546,555.0671775,552,556,0.117748932,551.9913041,548,552,0.155264707
0.2,9,89,honeycomb,202,65,40,pla,0,77,30,3.2,528.6208898,530,531,0.160531933,537.852034,539,538,0.571295833,544.6791416,548,545,0.255483634,552.0676834,551,556,0.561722893,549.0353575,547,552,0.200518184
0.19,5,51,honeycomb,236,80,120,abs,75,285,18,2.8,533.8541981,548,532,1.685669709,540.3984505,540,538,1.604350617,548.2227104,551,547,1.528585825,556.2657229,558,556,0.567885462,553.8404855,560,552,1.397470691
0.06,10,30,honeycomb,201,80,60,pla,25,58,14,1.4,529.2607291,530,529,0.571423413,537.7860805,538,539,0.336815663,544.3869721,545,544,0.328758491,552.5666198,554,552,0.931782217,549.3321051,552,549,0.649762429
